deyagodáwęnyeˀ	'she is walking about'	[de-yago-d-áwęnye-ˀ]	dualic-she.o-semireflexive-stir-stative
dęyagodawęnyéha:k	'she will be walking about'	[d-ę-yago-d-awęnyé-h-a-:k]	dualic-future-she.o-semireflexive-stir-pronunciation.h-joinerA-modalizer
hahę́:dǫ:	'he is the front, leader'	[ha-hę́:d-ǫ:]	he.a-lead-stative
hahę́dǫ̲hne:ˀ	'he used to be a leader'	[ha-hę́d-ǫ̲h-ne:ˀ]	he.a-lead-stative-past
degágwatwęh	'a hem'	[de-gá-gwatw-ęh]	dualic-it.a-hem-stative
dęgagwatwę́hę:k	'it will be hemmed'	[dę-ga-gwatw-ę́h-ę-:k]	future-it.a-hem-stative-joinerA-modalizer
itgeˀs	‘I amhere’	[i-t-g-e-ˀs]	prothetic-cislocative-I.a-go-habitual
haˀgeˀ	‘I amgoing there’	[haˀ-g-e-ˀ]	translocative.factual-I.a-go-punctual
haˀge:ˀ	‘I went there’	[haˀ-g-e-:-ˀ]	translocative.factual-I.a-go-purposive-punctual
í:geˀ	‘I am walking, moving’	[í:-g-e-ˀ]	prothetic-I.a-go-stative
há:ge:	‘where I might go’	[to] [h-á:-g-e-:]	translocative-indefinite-I.a-go-no.aspect
ge̲hsreˀ	‘I am chasing it’	[g-e̲-hsr-e-ˀ]	I.a-joinerE-chase-go-stative
agéˀdreˀ	‘I am riding along’	[ag-é-ˀdr-e-ˀ]	I.o-joinerE-drag-go-stative
dehęnatkwáhneˀ	'they (m) are going to dance'	[de-hęn-at-kw-á-hn-e-ˀ]	dualic-they(males).a-semireflexive-dance-joinerA-dislocative-go-stative
de̲hohedáhneˀ	'he is going along hollering'	[de̲-ho-hed-á-hn-e-ˀ]	dualic-he.o-yell-joinerA-dislocative-go-stative
de̲hóhethaˀ	'he is hollering'	[de̲-hó-het-haˀ]	dualic-he.o-yell-habitual
hǫwahnǫdr-á:gyeˀ	'someone is following him along'	[hǫwa-hnǫdr-á:-gy-e-ˀ]	they:him-follow-joinerA-progressive-go-stative
hǫwáhnǫdreˀ	'someone is following him'	[hǫwá-hnǫdr-e-ˀ]	they:him-follow-go-stative
gayę́tw-agyeˀ	'it is planted along'	[ga-yę́tw-a-gy-e-ˀ]	it.a-plant-joinerA-progressive-go-stative
gayę́:twęh	'it is planted'	[ga-yę́:tw-ęh]	it.a-plant-stative
ohsáw-agyeˀ	'it is beginning'	[o-hsáw-a-gy-e-ˀ]	it.o-begin-joinerA-progressive-go-stative
thohsa:ˀ	'he has begun'	[t-ho-hsa:-ˀ]	cislocative-he.o-begin-stative
sa̲hohdęhgyǫ́hǫgyeˀ	'he is on his way home'	[sa̲-ho-hdęhgy-ǫ́h-ǫ-gy-e-ˀ]	repetitive-he.o-leave-stative-joinerA-progressive-go-stative
hesáhdęgy-ǫ:	'you went over there'	[he-sá-hdęgy-ǫ:]	translocative-you(one).o-leave-stative
otsihsˀǫ̲hǫ́:gyeˀ	'it is getting mature'	[o-tsihsˀ-ǫ̲h-ǫ́:-gy-e-ˀ]	it.o-mature-stative-joinerA-progressive-go-stative
otsíhsˀ-ǫh	'it is done for the season', 'it has gone full cycle', 'it is mature', 'they (plants) have finished out'	[o-tsíhsˀ-ǫh]	it.o-mature-stative
ęhse:já:gǫ:ˀ	‘you will persevere’	[ę-hs-e:-já:gǫ-:ˀ]	future-you.singular-joinerE-persevere-punctual
sadeˀnyę́:dęh	‘(you) try it!’	[s-ade-ˀnyę́:dę-h]	you(one).a-semireflexive-try-no.aspect/pronunciation.h
ęhsade̲ˀnyę́:dęˀ	‘you will try it’	[ę-hs-ade̲-ˀnyę́:dę-ˀ]	future-you(one).a-semireflexive-try-punctual
desahdę́:dih.	‘(you) leave right away!’	[gǫdagyéˀ] right.away  [de-s-ahdę́:di-h]	dualic-you(one).a-leave-no.aspect/pronunciation.h
sadahǫ́:dǫ:	‘(you) ask!’	[s-ad-ahǫ́:dǫ:]	you(one).a-semireflexive-ask-no.aspect
ęsada̲hǫ́:dǫ:ˀ	‘you will ask’	[ę-s-ad-a̲hǫ́:dǫ:-ˀ]	future-you(one).a-semireflexive-ask-punctual
segá:nę:t	‘(you) lick it!’	[s-e-gá:nę:t]	you(one).a-joinerE-lick-no.aspect
ęhséganę:t	‘you will lick it’	[ę-hs-é-ganę:t]	future-you(one).a-joinerE-lick-ø.punctual
deyǫkni̲ˀdráihęh	‘let us two hurry’	[de-yǫkni̲-ˀdráihę-h]	dualic-we.two-hurry-no.aspect/pronunciation.h
etiyená:waˀs	‘let us all help her/them’	[eti-yená:waˀs]	we:her/them-help-no.aspect
dedwadagyénawaˀs	‘let us all help one another’	[de-dw-adag-yénawaˀs]	dualic-we.all-reflexive-help-no.aspect
a:gadeˀnyę́:dęˀ	‘I might try or attempt it’	[a:-g-ad-e-ˀnyę́:dę-ˀ]	indefinite-I.a-semireflexive-joinerE-try-punctual
count’;	‘let us all count’	[dw-a̲hshe:t]	we.all-count-no.aspect
dedwadagyénawahs	‘let us all help each other’	[de-dw-adag-yénawaˀs]	dualic-we.all-reflexive-help-no.aspect
ǫgyénawaˀs	‘Someone help me!’	[sǫga:ˀáh] someone [ǫg-yénawaˀs]	she:me-help.no.aspect
ęsada̲hǫ́:dǫ:ˀ	‘you will ask!’	[ę-s-ada̲hǫ́:dǫ:-ˀ]	future-you(one).a-ask-punctual
ętsahdę́:diˀ.	‘You will leave right away!’	[gǫdagyéˀ] right.away [ę-t-s-ahdę́:di-ˀ]	future-dualic-you(one).a-leave-punctual
ętsáhshe:t	‘You will count by ones’; ‘count one by one!’	[sgatsǫ́ˀ] one.by.one [ę-t-s-áhshe:t]	future-dualic-you(one).a-count.ø.punctual
a:yagwahsę́:nǫˀ	‘we all should give it a name’	[a:-yagwa-hsę́:n-ǫ-ˀ]	indefinite-we.all.exclusive.a-name-give-punctual
ǫ:dasáhsawęˀ	‘you should begin’	[ǫ:da-s-áhsawę-ˀ]	indefinite.cislocative-you(one).a-begin-punctual
ǫ:tahá:wiˀ	‘he should bring something’	[ǫ:t-ha-há:wi-ˀ]	indefinite.cislocative-he.a-carry-punctual
áeswa:k	‘you all should eat it’	[áe-swa:-k]	indefinite-you(all).a-eat.ø.punctual
ęhsa:tró:wih	‘do not tell anything’	[ahgwíh] do not [ę-hs-a:t-hró:wi-h]	future-you(one).a-semireflexive-tell-no.aspect/pronunciation.h
ędíhsa̲ˀdre:	‘do not drive over there’	[ahgwíh] do not [ę-dí-hsa̲-ˀdre:]	future-cislocative-you(one).o-drive.no.aspect
hęhsáˀdre:	‘do not drive over there’	[ahgwíh] do not [h-ę-hsá-ˀdre:]	translocative-future-you(one).o-drive.no.aspect
ęhsá:sdi:s	‘do not disturb it’; ‘do not handle it’	[ahgwíh] do not [ę-hs-á:sdi:s]	future-you(one).a-care.for.no.aspect
dęhsnigǫ̲háęˀ.	‘do not bother it’	[ahgwíh] do not [d-ę-hs-ˀnigǫ̲h-á-ęˀ]	dualic-future-you(one).a-mind-joinerA-lie.punctual
ęhsatwi̲hsdę́ˀda:ˀ	‘do not waste your money’	[ahgwíh] do not [ę-hs-at-hwi̲hsd-ę́ˀda:-ˀ]	future-you(one).a-semireflexive-money-burn.up-punctual
taeswá:gę:	‘you all shouldn't or won't see it’	[tęˀ] no [t-ae-swá:-gę:]	contrastive-indefinite-you(all).a-see.no.aspect
a:sejáodęˀ	‘No Smoking’	[tęˀ] not [t-a:-w-a:dǫ́-h] contrastive-indefinite-it.a-become-pronunciation.h [a:-s-e-j-á-odę-ˀ]	indefinite-you(one).a-joinerE-smoke-joinerA-put.in-punctual
ęwá:dǫˀ	‘Yes, you may’	[ę-w-á:dǫ-ˀ]	future-it.a-become-punctual
iheˀs	‘he is here’	[i-h-e-ˀs]	prothetic-he.a-go-habitual
tgiˀdrǫˀ	‘where I live’	[t-g-iˀdrǫˀ]	cislocative-I.a-dwell.stative
hadiˀdrǫ́:dǫˀ	‘how they are placed’	[had-iˀdrǫ́:-d-ǫˀ]	they-dwell-pronunciation.d-pluralizer
ęhsniˀdrǫ́:daˀk	‘you two will stay home’	[ę-hsn-iˀdrǫ́:-d-a-ˀk]	future-you(two).a-dwell-causative-joinerA-modalizer
tgáenagreˀ	‘where they (f/m) live over there’	[t-gáe-nagreˀ]	cislocative-they-dwell.stative
knagreˀ	‘I live, stay’	[k-nagreˀ]	I.a-dwell.stative
dwaknǫ́hso:t	‘where I dwell’	[shęh] that [d-wak-nǫhs-o:t]	cislocative-I.o-house-stand.stative
nigá:yęˀ	‘where it is at’; ‘where it is placed’	[ni-gá:-yęˀ]	partitive-it.a-lie.on.ground.stative
ohwę́jadeˀ	‘existing earth, land’	[o-hwę́j-a-deˀ]	it.o-land-joinerA-exist.stative
sganáˀja:t	‘one bottle’	[s-ga-náˀj-a:-t]	repetitive-it.a-drum-joinerA-stand.stative
ganáˀja:t	‘a standing bottle’	[ga-náˀj-a:-t]	it.a-drum-joinerA-stand.stative
sgayę́hsra:t	‘one blanket’	[s-ga-yę́hsr-a:-t]	repetitive-it.a-blanket-joinerA-stand.stative
oyę́hsraˀ	‘blanket’	[o-yę́hsr-aˀ]	it.o-blanket-nsf
sgaˀnhǫ́hsa:t	‘one egg’	[s-ga-ˀnhǫ́hs-a:-t]	repetitive-it.a-egg-joinerA-stand.stative
joˀnhǫ́hsa:t	‘one egg’	[j-o-ˀnhǫ́hs-a:-t]	repetitive-it.o-egg-joinerA-stand.stative
oˀnhǫ́hsaˀ	‘egg’	[o-ˀnhǫ́hs-aˀ]	it.o-egg-nsf
joháha:t	‘one road’	[j-o-háh-a:-t]	repetitive-it.o-road-joinerA-stand.stative
oháhaˀ	‘road’	[o-háh-aˀ]	it.o-road-nsf
swanaháotra:t	‘one hat’	[s-w-anaháotr-a:-t]	repetitive-it.a-hat-joinerA-stand.stative
anaháotraˀ	‘hat’	[anaháotr-aˀ]	ø.prefix-hat-nsf
sgahyádǫ̲hkwa:t	‘one pencil’	[s-ga-hyádǫ̲hkw-a:-t]	repetitive-it.a-pencil-joinerA-stand.stative
ehyádǫ̲hkwaˀ	‘pencil’	[e-hyádǫ̲-hkwaˀ]	someone-write-instrumental
degaji̲hsdá:ge:	‘two lamps’	[de-ga-ji̲hsd-á:ge:]	dualic-it.a-lamp-certain.number.stative
gajíhsdaˀ	‘lamp’	[ga-jíhsd-aˀ]	it.a-lamp-nsf
deyoˀnǫ̲hsá:ge:	‘two eggs’	[de-yo-ˀnǫ̲hs-á:ge:]	dualic-it.o-egg-be.a.certain.number.stative
oˀnhǫ́hsaˀ	‘egg’	[o-ˀnhǫ́hs-aˀ]	it.o-egg-nsf
deyohsi̲ˀdá:ge:	‘two feet’	[de-yo-hsi̲ˀd-á:ge:]	dualic-it.o-foot-be.a.certain.number.stative
ohsíˀdaˀ	‘foot’	[o-hsíˀd-aˀ]	it.o-foot-nsf
dewahda̲hgwá:ge:	‘two shoes’	[de-wa-hda̲hgw-á:ge:]	dualic-it.a-shoe-be.a.certain.number.stative
ahdáhgwaˀ	‘shoe’	[ahdáhgw-aˀ]	ø.prefix-shoe-nsf
niganǫ̲hsá:ge:	‘three houses’	[ni-ga-nǫ̲hs-á:ge:]	partitive-it.a-house-be.a.certain.number.stative
ganǫ́hsaˀ	‘house’	[ga-nǫ́hs-aˀ]	it.a-house-nsf
niyohsi̲ˀdá:ge:	‘three feet’	[ni-yo-hsi̲ˀd-á:ge:]	partitive-it.o-foot-be.a.certain.number.stative
ohsíˀdaˀ	‘feet’	[o-hsíˀd-aˀ]	it.o-foot-nsf
niyohǫnáˀdage:	‘three potatoes’	[ni-yo-hǫnáˀd-age:]	partitive-it.o-potato-be.a.certain.number.stative
nigahǫnáˀdage:	‘three potatoes’	[ni-ga-hǫnáˀd-age:]	partitive-it.a-potato-be.a.certain.number.stative
ohǫ́na̲ˀdaˀ	‘potatoes’	[o-hǫ́na̲ˀd-aˀ]	it.o-potato-nsf
niwahda̲hgwá:ge:	‘three shoes’	[ni-w-ahda̲hgw-á:ge:]	partitive-it.a-shoe-be.a.certain.number.stative
ahdáhgwaˀ	‘shoes’	[ahdáhgw-aˀ]	ø.prefix-shoe-nsf
ahdahgwáǫweh	‘one ceremonial shoe’	[s-wa̲-hdahgw-á:-t] repetitive-it.a-shoe-joinerA-stand.stative [ahdahgwá-ǫweh]	ø.prefix-shoe-typicalizer
dagus	‘one pet cat’	[s-ga-nahsgw-á:t]	repetitive-it.a-tame.animal-joinerA-stand.stative
ohó:draˀ	‘two basswood trees’	[de-grahe̲ˀd-a:gé:] dualic-tree-certain.number.stative [o-hó:dr-aˀ]	it.o-basswood-nsf
dagus	‘one cat’	[s-ga-yaˀd-á:-t]	repetitive-it.a-body-joinerA-stand.stative
dagus	‘two cats’	[de-gadi-yahshé:]	dualic-they(animals)/objects.a-two.living.things.stative
dagus	‘three cats’	[ahsę́h] three [ni-gę:n-ǫ́:]	partitive-they(animals)/objects.a-certain.number.stative
agǫgwe̲ˀdá:se:	‘one young woman’	[j-e-yaˀd-a:-t] repetitive-she.a-body-joinerA-stand.stative [ag-ǫgweˀd-a:se:]	she.a-person-new.stative
ga:gǫgwéˀdase:	‘two young women’	[de-gae-yahshé:]  dualic-they(fe/males).a-two.stative [ga:g-ǫgwéˀd-ase:]	they(fe/males).a-person-new.stative
ga:gǫgwéˀdase:	‘three young women’	[ahsę́h] ‘three’ [ni-ga:g-ǫ́:]  partitive-they(fe/males).a-certain.number.stative [ga:g-ǫgwéˀd-ase:]	they(fe/males).a-person-new.stative
haksá:ˀah	‘one boy’	[s-ha-yaˀd-á:t] repetitive-he.a-body-stand.stative [ha-ksá:ˀah]	he.a-young.child
hadiksá:ˀah	‘two boys’	[de̲-hadi-yahshé:] dualic-they(males)-two.living.things.stative [hadi-ksá:ˀah]	they(males)-young.child
hadiksa̲ˀsǫ́:ˀǫh	‘three boys’	[ahsę́h] ‘three’ [ni̲-hę:n-ǫ́:] partitive-they(males)-certain.number.stative [hadi-ksa̲ˀsǫ́:ˀǫh]	they(males)-young.child-pluralizer
oná:tsih	‘three pairs of socks’	[ahsęh] ‘three’ [ni:-y-ǫ́:]	partitive-it.o-be.a.number.of.things.stative
wadǫ:dá:taˀ]	‘four gallons’	[geí] four [ni:-y-ǫ́:]	partitive-it.o-be.a.number.of.things.stative,
wadǫ:dá:taˀ	‘one gallon’	[geí] four [ni-ga-itse̲ˀd-á:ge:] partitive-it.a-bottle-two.or.more.stative [w-ad-ǫ:dá:t-haˀ]	it.a-semireflexive-contain-habitual
shayę́dǫtaˀ	‘he put one more piece of wood on the fire’	[sga:t] one [s-ha-yę́d-ǫt-h-a-ˀ]	repetitive-he.a-firewood-place-dislocative-joinerA-punctual
oyę́:daˀ	‘firewood’	[o-yę́:d-aˀ]	it.o-firewood-nsf
•agęˀ	‘people say’, ‘it is said’	[ag-ęˀ]	factual.she/someone-say.punctual
•agá:węh	‘mine; I own it’	[ag-á:w-ęh]	I.o-own-stative
•áǫhęˀ	‘it is alone’	[a-ǫhęˀ]	it.o-alone.stative
•gáǫhęˀ	‘she is alone’	[ga-ǫhęˀ]	she.o-alone.stative
•gonǫ́:hęˀ	‘they are alone’	[gon-ǫ́:hęˀ]	they.fe/males-alone.stative
•gó:węh	‘she owns it’	[gó:-w-ęh]	she.o-own-stative
•goná:węh	‘they (fe/males) own it’	[gon-á:w-ęh]	they(fe/males).o-own-stative
•háǫhęˀ	‘he is alone’	[ha-ǫhęˀ]	he.o-alone.stative
•honá:węh	‘they (males) own it’	[hon-á:w-ęh]	they(males).o-own-stative
•honǫ́:hęˀ	‘they (males) are alone’	[hon-ǫ́:hęˀ]	they.males-alone.stative
•hó:węh	‘he owns it’	[hó:-w-ęh]	he.o-own-stative
•oná:węh	‘they (animals) own it’	[on-á:w-ęh]	they(animals).o-own-stative
•onǫ́:hęˀ	‘they (animals) are alone’	[on-ǫ́:hęˀ]	they(animals).o-alone.stative
•ó:węh	‘it owns it’	[ó:-w-ęh]	it.o-own-stative
•sá:węh	‘you own it’	[s-á:w-ęh]	you.o-own-stative
•gó:węh	‘she owns it’	[gó:-w-ęh]	she.o-own-stative
ge̲ˀdreˀ	‘I am dragging it’	[ge̲-ˀdre-ˀ]	I.a-drag-habitual
ęgéˀdre:ˀ	‘I will drag it’	[ę-gé-ˀdre:-ˀ]	future-I.a-drag-punctual
agéˀdre:ˀ	‘I dragged it’	[a-gé-ˀdre:-ˀ]	factual-I.a-drag-punctual
agéˀdrǫ:	‘I dragged it’; ‘I am dragging it’	[agé-ˀdr-ǫ:]	I.o-drag-stative
sa̲ˀdreh	‘you are driving’	[sa̲-ˀdre-h]	you(one).o-drive-habitual
dędíhsa̲ˀdre:ˀ	‘you will drive over here’	[dędí-hsa̲-ˀdre:-ˀ]	dualic.future.cislocative-you(one).o-drive-punctual
ędyagodíˀdre:ˀ	‘they (f/m) will come by vehicle’	[ę-d-yagodí-ˀdre:-ˀ]	future-cislocative-they(fe/males).o-drive-punctual
agéˀdreˀ	‘I am riding along’	[agé-ˀdre-ˀ]	I.o-ride.along-stative
desáˀdre:	‘drive over here’	[de-sá-ˀdre:-ø]	dualic-you(one).o-drive-ø.aspect
•ní:yǫ:	‘a certain amount’	[ní:-y-ǫ:]	partitive-it.o-a.certain.number.stative
•niyǫ́:hah	‘few;’ ‘a little bit’	[ni-y-ǫ́:-hah]	partitive-it.o-a.certain.number.stative-diminutive
•haˀdé:yǫ:	‘many different things’	[haˀ-dé:-y-ǫ:]	translocative-dualic-it.o-a.certain.number.stative
•degaˀahdrá:ge:	‘two baskets’	[de-ga-ˀahdr-á:ge:]	dualic-it.a-basket-two.or.more.stative
•deyohǫnáˀdage:	‘two potatoes’	[de-yo-hǫnáˀd-age:]	dualic-it.o-potato-two.or.more.stative
•nigana̲ˀjá:ge:	‘an amount of pails’; ‘a number of pails’	[ni-ga-na̲ˀj-á:ge:]	partitive-it.a-pail-two.or.more.stative
nigahǫnáˀdage:	‘three potatoes’	[ni-yo-hǫnáˀd-age:], [ni-ga-hǫnáˀd-age:]	partitive-it.o/it.a-potato-two.or.more.stative
•degaˀdre̲hdage̲há:gyeˀ	‘two cars at at time’	[de-ga-ˀdre̲hd-age̲-h-á:-gy-e-ˀ]	dualic-it.a-car-two.or.more.stative-pronunciation.h-progressive-go-stative
•sganǫ́hsa:t	‘one house’	[s-ga-nǫ́hs-a:-t]	repetitive-it.a-house-joinerA-stand.stative
•ganǫ́hsaˀ	‘house’	[ga-nǫ́hs-aˀ]	it.a-house-nsf
niwęˀni̲hsgáǫt	‘it has three wheels’	[ahsę́h] three [ni-w-ęˀni̲hsg-á-ǫt]	partitive-it.a-wheel-joinerA-attached.stative
•degadiyáhshe:	‘two living things’	[de-gadi-yáhshe:]	dualic-they(animals)-two.living.things.stative
•de̲hadiyáhshe:	‘two males’	[de̲-hadi-yahshe:]	dualic-they(males)-two.living.things.stative
•otgáˀdeˀ	‘often’; ‘many’; ‘lots’	[o-t-gáˀdeˀ]	it.o-semireflexive-many.stative
•odeˀdre̲hdága̲ˀdeˀ	‘a lot of cars’	[o-d-e-ˀdre̲hd-á-ga̲ˀdeˀ]	it.o-semireflexive-joinerE-car-many.stative
ga̲ˀdréhdaˀ	‘car’	[ga̲-ˀdréhd-aˀ]	it.a-car-nsf
•onátga̲ˀdeˀ	‘lots of, many’	[on-át-ga̲ˀdeˀ]	they(things)-semireflexive-many.stative
•de̲ˀode̲ˀdrehdagáˀdeˀ	‘not many cars’	[de̲ˀ-o-d-e̲-ˀdrehd-a-gáˀdeˀ]	negative-it.o-semireflexive-joinerE-car-joinerA-many.stative
•aknyǫhsagáˀdeˀ	‘I have a lot of squash’	[ak-hnyǫhs-a-gáˀdeˀ]	I.o-squash-joinerA-many.stative
•agéga̲ˀdeˀ	‘I have many’	[agé-ga̲ˀdeˀ]	I.o-many.stative
•wa̲hshę:	'ten'	[w-ahsh-ę:]	it.a-count.stative
dewáhshę:	'two tens'	[de-w-áhsh-ę:]	dualic-it.a-count.stative
niwáhshę:	'some tens'	[ni-w-áhsh-ę:]	partitive-it.a-count.stative
sga̲heˀ	‘one thing is set on it’	[s-ga̲-heˀ]	repetitive-it.a-set.up.on.top.of.something.stative
gyogyę́hdǫh	'first'	[g-yo-gyę́:hd-ǫh]	cislocative-it.o-start.with-stative
wadǫ́ˀtaˀ	'second'	[w-ad-ǫ́-ˀt-ha]	it.a-semireflexive-resemble-causative-habitual
hesgá:gǫ:t	'last'	[hes-gá:-gǫ:t]	translocative.repetitive-it.a-persevere.stative
hęwá:dra:s	‘times’	[h-ę-w-adraˀ-hsd]	cislocative-future-it.a-meet-causative.ø.punctual
gwęni̲hshǫ́:ˀǫh	‘change’	[gwęni̲hs-sǫ́:ˀǫh]	penny-pluralizer
sgagwéni̲ˀda:t	‘1¢; one penny; one cent’	[s-ga-gwéni̲-ˀd-a:-t]	repetitive-it.a-penny-nominalizer-joinerA-stand.stative
niyogwęníˀdage:	‘5¢; five pennies’	[ni-yo-gwęníˀd-age:]	partitive-it.o-penny-three.or.more.stative
hwíhsgwę́:nihs	‘5¢; a nickel’	[hwíhs-gwę́:nihs]	five-penny
wa̲hshę́:gwę́:nihs	‘10¢; a dime’	[wa̲hshę́:-gwę́:nihs]	ten-penny
hwíhsga̲héˀgwę́:nihs	‘15¢; 15 cents’	[hwíhs-sga̲héˀ-gwę́:nihs]	five-teen-penny
dewahshę́:gwę́:nihs	‘20¢; twenty cents’	[dewahshę́:-gwę́:nihs]	twenty-penny
degahsiǫ́ˀtrage:	‘25¢; twenty-five cents’; ‘a quarter’	[de-ga-hsiǫ́ˀtr-age:]	dualic-it.a-bit-three.or.more.stative
nigahsiǫ́ˀtrage:	‘50¢; fifty cents’	[ni-ga-hsiǫ́ˀtr-age:]	partitive-it.a-bit-three.or.more.stative
ohwíhsdaˀ	‘money’	[o-hwíhsd-aˀ]	it.o-money-nsf
sga̲hwíhsda:t	‘$1; one dollar’	[s-ga̲-hwíhsd-a:-t]	repetitive-it.a-money-joinerA-stand.stative
degahwi̲hsdá:ge:	‘$2; two dollars’	[de-ga-hwi̲hsd-á:ge:]	dualic-it.a-money-three.or.more.stative
nigahwi̲hsdá:ge:	‘$3; three dollars’	[ni-ga-hwi̲hsd-á:ge:]	partitive-it.a-money-three.or.more.stative
gi̲hę:k	‘river, stream, creek’	[Ø-gi̲hę:-k]	missing.prefix-river-verb
nigihú:ˀuh	‘small stream’	[ni-Ø-gih-ú:ˀuh]	partitive-missing.prefix-river-small.stative
gi̲hę́:deˀ	‘creek, river, stream’; ‘it is a river’	[Ø-gi̲hę:-deˀ]	missing.prefix-river-exist.stative
sga:t	‘one’	[s-ga:-t]	repetitive-it.a-stand.stative
dekni:	‘two’	[de-kni-]	dualic-we.two(inclusive)
ahékǫnyęˀ	‘I cooked a meal for him’	[a-he-kǫny-ę-ˀ]	factual-I:him-cook-benefactive-punctual
ęsgwá:yǫˀ	‘you all will give it to me’	[ę-sgwa-yǫ-ˀ]	future-you.all:me-give-punctual
ahsagokwáhkwaˀ	‘he grabbed the food from her’, ‘he took the food from her’	[a-hsago-kwá-hkwa-ˀ]	factual-he:her-food-take.from-punctual
ęhsáhdǫˀ	'you will disappear'	[ę-hs-áhdǫ-ˀ]	future-you(one).o-lose-punctual
esáhdǫ:ˀ	'you lost it'	[e-sá-hdǫ-:-ˀ]	factual-you(one).o-lose-causative-punctual
esahwi̲hsdáhdǫ:ˀ	'you lost money'	[e-sa-hwi̲hsd-áhdǫ-:-ˀ]	factual-you(one).o-money-lose-causative-punctual
tsaˀdę́hsyę:ˀ	'you will put, lay them side-by-side'	[tsaˀd-ę́-hs-yę-:-ˀ]	coincident.factual.dualic-future-you(one).a-lay-causative-punctual
nigá:yęˀ	'where it is at, where it is placed'	[ni-gá:-yę-ˀ]	partitive-it.a-lie-stative
honátge̲hǫˀ	'they (m) are selling something'	[hon-át-ge̲hǫ-ˀ]	they(males).o-semireflexive-sell-habitual
haˀgeˀ	'I am going there'	[h-aˀ-g-e-ˀ]	translocative-factual-I.a-go-punctual
haˀge:ˀ	'I went there'	[h-aˀ-g-e-:-ˀ]	translocative-factual-I.a-go-purposive-punctual
hadíhsreˀ	'they (m) follow'	[hadí-hsre-ˀ]	they(males).a-follow-stative
ęséhsre:ˀ	'you will chase or follow'	[ę-s-é-hsre-:-ˀ]	future-you(one).a-joinerE-chase-purposive-punctual
agéhse:ˀ	'I rode, I came riding'	[ag-é-hs-e-:-ˀ]	I.o-joinerE-lower.back-go-purposive-stative
gegyeˀ	'I am flying'	[g-e-gye-ˀ]	I.a-joinerE-fly-stative
gegye:ˀ	'I came flying'	[g-e-gye-:-ˀ]	I.a-joinerE-fly-purposive-stative
adrihwa̲hséhdǫ:ˀ	'a secret'	[ad-rihw-a̲hséhd-ǫ-:-ˀ]	semireflexive-matter-hide-stative-nominalizer-nsf
odrihwa̲hséhdǫh	'it is secret'	[o-d-rihw-a̲hséhd-ǫh]	it.o-semireflexive-matter-hide-stative
adówadǫ:ˀ	'the hunt'	[adówad-ǫ-:-ˀ]	hunt-stative-nominalizer-nsf
agadowá:dǫh	'I have hunted, am hunting'	[ag-adowá:d-ǫh]	I.o-hunt-stative
agade̲hsrǫ́ni̲hsˀǫh	'I am ready'	[ag-ad-e̲-hsr-ǫ́ni̲-hsˀ-ǫh]	I.o-semireflexive-joinerE-tool-make-eventuative-stative
agade̲hsrǫ́ni̲hsˀǫh	'I am ready'	[ag-ad-e̲-hsr-ǫ́ni̲-hsˀ-ǫh]	I.o-semireflexive-joinerE-tool-make-finish-stative
swatgénihsˀahs	'you have meetings all the time'	[sw-at-géni-hsˀ-a-hs]	you(all).a-semireflexive-compete-finish-joinerA-habitual
ęhswatgeníhsˀa:ˀ	'you all will have a meeting'	[ę-hsw-at-gení-hsˀ-a:ˀ]	future-you(all).a-semireflexive-compete-finish-punctual
swatgénihsˀǫh	'you are having a meeting right now'	[sw-at-géni-hsˀ-ǫh]	you(all).o-semireflexive-compete-finish-stative
haíhwi̲hsˀahs	‘he is making promises, making agreements’	[ha-íhw-i̲hsˀ-a-hs]	he.a-matter-finish-joinerA-habitual
ęgríhwihsˀa:ˀ	‘I will promise’	[ę-g-ríhw-ihsˀ-a:ˀ]	future-I.a-matter-finish-punctual
ęgatędíhsˀa:ˀ	‘I will finish gardening, finish the field’	[ę-g-at-hęd-íhsˀ-a:ˀ]	future-I.a-semireflexive-field-finish-punctual
agataháhsˀa:ˀ	‘I finished a road’	[a-g-at-hah-á-hsˀ-a:ˀ]	factual-I.a-semireflexive-road-joinerA-finish-punctual
ęyǫgya̲ˀdíhsa:ˀ	‘she has matured, completed her life cycle’	[ę-yǫ-g-ya̲ˀd-íhs-a:ˀ]	future-she.a-semireflexive-body-finish-punctual
ędwadri̲hwáhsˀa:ˀ	‘we all will plan something’	[ę-dw-ad-ri̲hw-á-hsˀ-a:ˀ]	future-we.all.inclusive.a-semireflexive-matter-joinerA-finish-punctual
hęgéhsˀaht	‘I will use up’	[h-ę-g-é-hsˀ-a-ht-ø]	translocative-future-I.a-joinerE-finish-joinerA-causative-ø.punctual
awá:tsˀa:ˀ	'it is worn out, all gone, burnt up’; ‘it went down to nothing'	[a-w-á:t-hsˀ-a:ˀ]	factual-it.a-semireflexive-use.up-punctual
haˀwádatsˀǫh	'it is empty, burnt up, used up'	[haˀ-w-ádat-hsˀ-ǫh]	translocative-it.a-reflexive-use.
desádętsˀahs	'your salary’, ‘what you make'	[de-s-ádęt-hsˀ-a-hs]	dualic-you(one).a-reflexive-noun-finish-joinerA-habitual
dęhsádętsˀa:ˀ	'you will earn it (money)'	[d-ę-hs-ádęt-hsˀ-a:ˀ]	dual-future-you(one).a-reflexive-noun-finish-punctual
